driver_id,deliveries_completed,hours_worked,earnings,city,tenure_months,churn
160,205,28.56618402144562,4276,Pune,17,1
161,296,24.422089966100167,9280,Hyderabad,11,0
162,157,11.358833059971387,3112,Hyderabad,13,0
163,267,40.74288506873363,3396,Pune,4,0
164,108,16.99124916849715,4906,Delhi,18,1
165,156,22.062127413731815,7164,Pune,16,0
166,85,34.12037011552624,5162,Hyderabad,4,0
167,248,17.38805634099355,9300,Pune,22,0
168,263,12.337754694058603,8892,Mumbai,11,1
169,124,44.064584947214286,7262,Kolkata,1,0
170,198,,4855,Bengaluru,11,1
171,184,24.584832661096225,8133,Pune,3,1
172,256,12.061697274794021,3205,Chennai,11,0
173,48,41.22324079399508,3671,Hyderabad,2,1
174,210,50.26168388986488,4476,Mumbai,4,1
175,223,44.44724123423927,5700,Bengaluru,4,0
176,278,45.685625359668016,2901,Mumbai,11,1
177,148,49.26077867715868,5783,Kolkata,24,0
178,236,14.779005409913111,7894,Kolkata,24,1
179,134,30.459880613061994,9641,Pune,3,1
180,79,,8668,Hyderabad,15,1
181,116,43.516664831344855,5020,Delhi,17,0
182,265,44.95949635460829,3546,Delhi,17,0
183,257,39.332036917709345,5319,Pune,8,1
184,222,23.323726968219404,8630,Hyderabad,6,1
185,180,58.41200658073153,9512,Kolkata,2,0
186,53,13.612878810163972,2777,Kolkata,20,1
187,250,40.69921310355948,2791,Mumbai,16,1
188,65,,2557,Pune,15,0
189,71,28.201716694575886,3191,Mumbai,5,1
190,213,36.89234744180649,3927,Kolkata,20,1
191,48,59.47416439273278,6829,Mumbai,14,0
192,187,45.832913073567916,5936,Kolkata,12,0
193,140,33.603037461244895,6375,Bengaluru,7,0
194,168,10.73025772329271,4425,Hyderabad,12,0
195,38,33.58070660236453,5747,Chennai,12,1
196,112,21.228013090262163,3145,Mumbai,21,0
197,259,49.177456538309315,4244,Hyderabad,8,0
198,143,58.52735381719622,9993,Kolkata,18,1
199,246,40.86347434173014,2357,Chennai,21,0
200,70,34.923243171838905,9944,Kolkata,17,1
201,64,46.80461117497445,8992,Delhi,3,0
202,85,52.50422897027758,7298,Delhi,22,1
203,135,28.79110441420662,4652,Mumbai,10,1
204,155,51.77846529286299,7074,Bengaluru,6,1
205,223,11.70228545304491,4413,Bengaluru,13,1
206,214,39.07264514139683,6583,Delhi,20,0
207,276,28.49282667264817,8127,Kolkata,20,1
208,158,11.96813991230272,9461,Delhi,5,0
209,288,47.19854220295564,2619,Bengaluru,22,1
210,261,17.100624610877617,3699,Kolkata,24,1
211,198,40.98548175318555,4025,Hyderabad,4,1
212,211,25.10879222673061,5033,Bengaluru,2,0
213,271,40.859580440516226,8793,Delhi,18,1
214,222,34.540682660858906,6880,Bengaluru,23,1
215,287,10.179130671017674,5284,Mumbai,11,1
216,228,47.00118181586199,3518,Chennai,22,0
217,148,58.57094199643798,6064,Mumbai,13,0
218,293,44.24552773069314,3643,Pune,15,0
219,234,14.916644406715676,8887,Pune,5,0
220,165,48.810681383866616,5075,Bengaluru,22,0
221,150,21.090463573367348,3827,Chennai,9,0
222,46,34.79251198720843,7072,Chennai,16,1
223,241,14.140079352391412,8927,Chennai,23,0
224,282,44.29816269310786,2168,Pune,23,1
225,59,47.91810601583073,9265,Chennai,21,1
226,286,40.88803132405758,8748,Pune,5,0
227,232,10.394403497478258,4996,Mumbai,17,1
228,34,53.86514998155228,7558,Kolkata,2,0
229,159,10.637545197677147,2203,Mumbai,19,1
230,236,25.737637116467006,8060,Kolkata,20,0
231,147,24.01919675525881,7596,Bengaluru,12,0
232,95,57.79605809496153,2401,Bengaluru,16,1
233,209,51.962221517580495,6099,Bengaluru,6,1
234,228,39.28889884403378,5946,Chennai,2,1
235,148,27.864470166314504,7877,Pune,21,1
236,84,10.843137670200361,4747,Delhi,15,1
237,188,39.12146138458567,7394,Pune,3,0
238,35,19.066270446603788,6004,Chennai,11,1
239,240,36.41054245607556,5035,Hyderabad,24,1
240,196,36.85612663257467,9681,Kolkata,22,0
241,175,26.648699615310434,4117,Kolkata,12,0
242,114,21.724418195874808,7494,Chennai,21,0
243,36,47.3717164463397,4978,Kolkata,1,1
244,182,45.15997132612296,2986,Chennai,3,1
245,160,17.76986897784876,3639,Pune,1,1
246,226,12.348514895750187,2145,Pune,12,0
247,135,16.005362429680556,6084,Hyderabad,11,1
248,280,16.15675952112444,6308,Chennai,2,0
249,230,53.680833533258365,6202,Mumbai,13,1
250,57,32.52334333265378,4110,Hyderabad,16,1
251,136,21.52882058785336,9271,Bengaluru,15,1
252,198,37.169949953376936,9633,Hyderabad,3,0
253,242,11.917213647454663,4423,Mumbai,2,0
254,52,10.984061889996578,3642,Pune,19,1
255,41,59.91813896836261,8972,Mumbai,2,1
256,273,58.21287956887087,4580,Kolkata,5,0
257,65,58.37842224721054,9057,Mumbai,3,1
258,248,25.269337209618854,8735,Delhi,20,0
259,193,39.088212798590924,7794,Delhi,21,1
260,161,44.119759888405454,9562,Bengaluru,21,0
261,96,31.123083895080214,4922,Pune,13,0
262,185,32.36849678669938,5834,Hyderabad,10,0
263,147,25.549478987191108,6815,Mumbai,7,0
264,139,18.774529446631934,6620,Delhi,3,1
265,213,52.60825278630213,5166,Chennai,5,0
266,219,21.384152230292916,4840,Mumbai,10,1
267,179,14.772858621369085,6064,Kolkata,16,0
268,213,39.72667868293282,2727,Hyderabad,3,1
269,172,42.14394664703882,5535,Kolkata,7,1
270,197,47.26603117205426,9729,Mumbai,1,1
271,262,16.261580464983375,7475,Hyderabad,23,0
272,300,34.60979875818998,7715,Mumbai,10,1
273,264,23.910863822068958,5283,Hyderabad,7,0
274,244,14.959690690949564,6724,Bengaluru,14,1
275,139,39.61905015904101,5699,Bengaluru,8,0
276,298,31.33864336826014,2232,Bengaluru,3,0
277,285,41.48066246123673,6399,Hyderabad,21,1
278,173,58.55466327811617,3575,Bengaluru,1,1
279,123,56.88106927591506,5322,Pune,8,0
280,170,12.090229584295988,7284,Chennai,2,0
281,134,21.025412590500455,7354,Pune,18,0
282,267,57.904492354981336,3620,Mumbai,4,1
283,298,16.28683587831029,6760,Chennai,22,1
284,160,11.476542530129304,3692,Bengaluru,19,0
285,139,55.54301071525356,3657,Hyderabad,5,1
286,261,34.883726350148784,4671,Chennai,15,0
287,122,19.780886958173113,8861,Kolkata,12,1
288,193,53.470908164832004,3775,Kolkata,20,1
289,258,31.296137324808985,2285,Bengaluru,20,0
290,296,38.56389312181666,7230,Pune,10,0
291,44,35.32616389954167,4588,Chennai,22,0
292,167,38.09097046233528,6988,Delhi,3,0
293,211,59.368701367760806,2032,Delhi,18,0
294,189,45.82317709374882,5013,Hyderabad,13,0
295,283,37.12264367672267,8612,Bengaluru,12,1
296,221,52.743361663888265,9055,Chennai,13,0
297,42,31.414798430809057,3257,Pune,14,0
298,167,28.864437802313844,3526,Mumbai,3,1
299,212,39.774691709414356,7518,Delhi,8,1
300,156,27.224570784731135,4411,Mumbai,6,1
301,149,17.599189657491713,6576,Delhi,17,1
302,243,17.80553085492397,6195,Bengaluru,2,1
303,76,44.32776278263927,9563,Bengaluru,4,1
304,145,42.34935369038246,4018,Bengaluru,21,0
305,97,,8533,Bengaluru,15,0
306,218,45.77633897850567,5757,Pune,11,0
307,86,26.609420582979297,6294,Hyderabad,9,1
308,142,19.266957257598655,4911,Hyderabad,19,0
309,85,54.78761398870926,5484,Hyderabad,15,1
310,182,41.77025436839294,9536,Hyderabad,11,1
311,238,39.8215259664204,7911,Pune,7,1
312,137,16.177261062175262,4997,Hyderabad,16,1
313,117,13.804032041326728,8760,Hyderabad,24,0
314,172,52.60297933138989,6098,Mumbai,22,1
315,267,23.907130037709685,6604,Mumbai,7,0
316,107,30.054230006093764,6160,Bengaluru,11,0
317,256,14.115390858309443,2078,Hyderabad,16,1
318,68,29.6149143616873,4034,Hyderabad,7,1
319,80,39.85289870687846,6349,Mumbai,8,0
320,128,58.83645791970884,8493,Hyderabad,11,1
321,101,18.26587038503915,2353,Pune,1,0
322,217,11.434569448177026,4736,Mumbai,12,0
323,217,17.74339874418985,2229,Delhi,6,1
324,239,24.18567502235663,2167,Hyderabad,9,0
325,39,57.07095679017977,5931,Hyderabad,2,1
326,105,17.394213359229507,3758,Chennai,6,0
327,115,17.063284021667187,8712,Mumbai,9,0
328,103,48.86118507322613,6597,Mumbai,6,1
329,102,45.592248246448996,5919,Chennai,7,0
330,174,29.114588598019612,8273,Pune,24,0
331,216,34.40608106115967,6170,Pune,6,0
332,190,38.442177416456765,6222,Mumbai,21,0
333,90,44.82789462456422,9431,Chennai,23,0
334,53,42.63365037466806,6334,Hyderabad,16,0
335,94,43.36247372683044,8646,Mumbai,14,0
336,66,44.161021579504066,2553,Mumbai,20,0
337,70,32.359701244446455,4870,Chennai,13,1
338,69,39.53605595227182,9296,Hyderabad,13,1
339,244,59.70990418593797,5003,Bengaluru,9,1
340,108,23.324308909009787,7817,Hyderabad,14,0
341,157,39.698627590951865,5666,Pune,5,0
342,266,17.30655008989118,4084,Mumbai,23,1
343,213,44.902967193198094,3817,Bengaluru,12,1
344,135,21.95691908763325,5087,Kolkata,8,0
345,151,11.98054188933272,2777,Pune,19,0
346,53,43.04114045901422,8932,Bengaluru,16,1
347,137,49.66564091869236,4702,Chennai,5,0
348,175,15.835852927502389,2723,Kolkata,13,0
349,231,39.049479537379675,2304,Kolkata,14,0
350,153,13.252857858418995,4780,Kolkata,7,1
351,131,23.13751228705076,7570,Kolkata,9,1
352,265,45.43440852700019,3093,Delhi,23,0
353,188,45.49307413180948,4091,Hyderabad,15,1
354,103,56.39122668127871,8935,Mumbai,20,0
355,246,48.16741632375927,6144,Mumbai,20,0
356,297,47.82302860998193,4468,Mumbai,7,0
357,181,37.10767750752758,6625,Kolkata,1,1
358,221,16.193510941755427,7877,Chennai,2,1
359,30,23.70981139958622,6789,Chennai,4,0
360,200,19.458833573679687,4052,Delhi,2,0
361,163,27.391463995456373,5713,Kolkata,23,0
362,228,19.098100481169936,9269,Bengaluru,11,1
363,291,15.974118576221871,5869,Pune,3,0
364,88,31.77506738690127,2135,Chennai,23,1
365,36,34.73287488427042,5838,Mumbai,6,0
366,182,17.76179136197026,5058,Pune,15,0
367,124,19.926384260116016,9207,Bengaluru,16,0
368,150,59.318426770720315,7350,Mumbai,19,0
369,85,51.05992329335222,5416,Delhi,16,1
370,35,53.376995717398,5374,Kolkata,4,1
371,92,38.03292323622428,7518,Pune,22,0
372,203,58.71418062006351,4238,Bengaluru,13,0
373,273,28.691454378033413,4740,Bengaluru,5,0
374,198,36.87536522796079,2314,Bengaluru,5,1
375,221,18.86549532769402,9999,Hyderabad,23,0
376,299,11.897527526668041,3126,Delhi,19,0
377,187,25.595459459806744,5321,Chennai,15,1
378,176,41.82378040546863,5233,Chennai,1,0
379,183,50.87547617747853,4712,Chennai,3,0
380,38,49.1887754718689,2764,Bengaluru,8,0
381,173,33.807292672811656,3873,Delhi,18,0
382,39,55.6710271236271,9013,Mumbai,15,0
383,75,31.055165350937628,8887,Mumbai,17,0
384,79,53.819534690878825,2869,Delhi,19,1
385,266,12.578352512766429,3547,Pune,3,1
386,297,51.95113381877761,5376,Pune,19,0
387,279,23.29402982440316,2431,Delhi,10,0
388,197,,8941,Mumbai,3,1
389,136,29.761495117678997,4262,Delhi,9,0
390,44,47.64440127269903,6219,Pune,19,0
391,257,39.46215868013907,7431,Bengaluru,9,1
392,139,51.93357592501066,6277,Kolkata,23,0
393,217,57.8382398218488,3593,Pune,17,1
394,283,50.85090077080299,3798,Hyderabad,2,1
395,76,47.45252236282567,7839,Delhi,21,0
396,198,59.54666772643726,4412,Bengaluru,23,0
397,261,,5804,Chennai,21,0
398,170,21.41549839858364,6242,Bengaluru,15,1
399,161,13.513981317297283,7504,Bengaluru,4,0
400,193,46.61513486232653,2002,Pune,18,1
401,49,13.947104820634856,4087,Chennai,2,1
402,94,49.48512416907337,6022,Delhi,4,0
403,60,36.42575779296739,7022,Hyderabad,16,0
404,92,28.92393909018402,3654,Hyderabad,6,0
405,55,22.773350793709316,4197,Bengaluru,19,0
406,41,46.97329258445588,2056,Kolkata,21,1
407,288,31.205138754441904,2423,Hyderabad,4,1
408,131,40.44215920642168,3276,Mumbai,15,0
409,113,34.34197952379746,5871,Delhi,3,1
410,127,11.290543233807856,5774,Chennai,12,0
411,259,11.682079436690204,3066,Bengaluru,7,1
412,257,59.549458995703986,6884,Pune,17,1
413,73,52.279586562244646,8076,Mumbai,12,0
414,110,58.04851557754376,7478,Bengaluru,15,1
415,183,17.438828279155544,9706,Mumbai,1,0
416,64,59.84570617604935,8120,Delhi,1,1
417,51,14.18155371817282,4508,Bengaluru,19,1
418,31,37.6416243125802,3641,Chennai,18,1
419,199,24.10309495602976,3190,Mumbai,10,1
420,121,38.550495028658396,4832,Bengaluru,18,1
421,202,20.622541630362342,5247,Chennai,11,0
422,222,39.640037966957216,7455,Bengaluru,14,1
423,195,54.33296249948415,7457,Hyderabad,9,1
424,288,,6194,Delhi,16,1
425,85,19.293111600972914,3327,Bengaluru,9,1
426,182,14.032815387181188,5666,Chennai,3,1
427,145,14.581009096166511,7016,Kolkata,23,1
428,49,32.97822441937208,4130,Pune,24,1
429,237,30.556160166955856,8440,Pune,22,0
430,77,50.12302098883738,6855,Delhi,17,1
431,148,55.670626617038934,7053,Delhi,2,0
432,117,16.404219870615044,3115,Delhi,8,1
433,202,21.906830374289378,7447,Kolkata,2,1
434,209,32.467539139059355,7903,Hyderabad,22,1
435,137,59.22296918613638,5233,Bengaluru,10,0
436,190,53.66092461831234,9260,Hyderabad,8,0
437,253,21.213846603877727,4991,Kolkata,1,0
438,231,45.11849029007984,2733,Pune,9,0
439,136,38.27182472405769,4922,Pune,7,0
440,124,30.787606018876264,5107,Kolkata,1,1
441,240,12.899418221770834,3336,Mumbai,9,0
442,47,17.04624051692194,7747,Delhi,12,1
443,129,52.89909553129688,7537,Bengaluru,7,0
444,180,42.967942440428175,8011,Pune,15,1
445,258,37.204398394123004,5515,Pune,7,0
446,194,28.101930002345956,4812,Chennai,7,1
447,94,36.699313752904615,4404,Bengaluru,17,0
448,157,44.11438708375062,4324,Pune,15,0
449,247,55.98796077867195,3564,Delhi,11,0
450,37,13.174995251447378,3790,Pune,11,0
451,235,58.93182621537074,7028,Mumbai,8,1
452,104,55.73762831818177,5335,Pune,15,1
453,200,59.460561971047014,8157,Kolkata,16,1
454,231,54.8291675425616,5366,Chennai,2,0
455,61,24.725063620738858,2234,Mumbai,4,1
456,55,41.18002090091611,4855,Delhi,16,0
457,90,31.730265164413048,6215,Kolkata,20,1
458,284,43.920534057252,7856,Chennai,13,1
459,270,37.09538240037584,3676,Bengaluru,7,1
460,202,54.48474735459257,7726,Hyderabad,11,0
461,254,48.95499087397569,4911,Bengaluru,22,0
462,111,50.833640256928184,9642,Mumbai,7,0
463,255,20.042028105578403,2009,Chennai,5,1
464,214,59.98811057626186,3216,Chennai,13,1
465,280,41.9120197203708,5299,Hyderabad,3,1
466,257,17.56376410361853,7574,Delhi,13,0
467,31,32.92995216458649,7631,Bengaluru,11,1
468,201,41.12452804904737,8077,Delhi,11,1
469,57,36.00803053113846,9946,Mumbai,13,1
470,44,48.601915738736345,3042,Hyderabad,21,0
471,68,21.535062440811423,5424,Mumbai,11,0
472,141,18.134489469957046,2739,Hyderabad,1,1
473,245,17.312364775056018,4137,Delhi,8,1
474,156,27.2456966631302,7191,Pune,10,0
475,126,14.951284784332039,8591,Mumbai,11,0
476,130,32.16497981681585,8921,Kolkata,21,1
477,220,47.8207875120204,9302,Delhi,5,1
478,126,41.450529427975816,9376,Pune,1,0
479,230,53.84560356976521,2529,Bengaluru,11,1
480,131,46.9130444826707,9209,Mumbai,11,0
481,262,19.45901377720516,2750,Pune,21,0
482,296,58.868924000670944,3328,Hyderabad,23,0
483,78,13.826597462214215,3231,Delhi,7,1
484,239,18.397970337373735,4160,Delhi,17,1
485,71,39.23990525570663,3182,Kolkata,16,0
486,244,24.398042069055755,6763,Mumbai,7,0
487,90,44.54258866054,3899,Kolkata,2,0
488,167,28.44831775212491,9267,Delhi,7,0
489,126,59.964553307428176,9226,Mumbai,1,1
490,114,21.99189904698984,4556,Pune,15,1
491,41,24.401374644089195,7826,Bengaluru,19,0
492,287,54.65706415725099,3947,Chennai,8,0
493,200,50.37857535419099,7648,Mumbai,13,1
494,117,43.4944539117848,9274,Mumbai,10,1
495,103,21.350145198119765,9293,Bengaluru,1,0
496,148,58.72384179082329,8436,Mumbai,12,0
497,76,25.474601220649358,8680,Mumbai,21,1
498,113,44.019659949411334,3791,Hyderabad,2,0
499,172,39.398392363228844,2144,Bengaluru,6,0
500,84,42.62656642910953,6911,Bengaluru,24,1
501,151,58.180877059360014,9963,Mumbai,21,1
502,137,29.38184380310748,8489,Pune,6,0
503,98,53.51493887204868,4429,Pune,16,1
504,61,18.096278435907067,4662,Bengaluru,20,0
505,70,14.776479645958847,3732,Kolkata,7,0
506,204,57.217841974802504,7269,Delhi,20,0
507,145,46.09166938465315,3425,Mumbai,13,0
508,207,57.58147776565264,6001,Pune,12,1
509,100,10.425819247565846,9076,Chennai,3,0
510,258,42.94163225317046,3208,Pune,19,1
511,146,18.009449783408556,4882,Pune,18,1
512,240,22.62368692326024,7461,Mumbai,7,1
513,170,14.15475899052345,3150,Hyderabad,9,1
514,232,,2632,Mumbai,9,0
515,88,57.76513142885221,7226,Pune,1,0
516,207,17.138773379865636,4290,Delhi,10,1
517,145,57.553150071987744,6161,Hyderabad,11,0
518,174,15.292930387402862,3322,Kolkata,23,0
519,130,57.40993712949924,5203,Kolkata,1,0
520,242,44.882018714482314,3973,Hyderabad,13,1
521,285,49.92853462960948,5980,Pune,3,0
522,91,52.682794041333885,3990,Kolkata,23,1
523,204,38.312115684909315,6542,Mumbai,2,1
524,300,45.902660805476636,6778,Delhi,19,1
525,234,26.640315836352997,3795,Bengaluru,20,1
526,69,42.26524467736795,3090,Mumbai,17,1
527,198,52.449619822409886,6881,Mumbai,19,1
528,173,39.354519533508956,6886,Chennai,21,0
529,160,39.490822294861005,3485,Chennai,20,0
530,45,46.96288887730198,7518,Kolkata,14,0
531,266,58.990210464069335,2977,Hyderabad,20,1
532,78,33.34885001488136,9942,Mumbai,20,0
533,297,26.82877635362056,4807,Delhi,3,0
534,109,11.165332636763484,7707,Delhi,14,0
535,273,11.698481567605514,3512,Mumbai,1,1
536,238,40.7699635093921,3560,Pune,14,1
537,278,10.60612656290751,2101,Delhi,19,0
538,136,48.584366822334516,9174,Pune,8,1
539,162,23.67332384325336,6709,Chennai,20,1
540,80,26.554669054265226,3296,Mumbai,14,0
541,74,55.323371168895285,2426,Kolkata,20,0
542,78,55.582781764661284,7937,Chennai,6,1
543,172,51.77933074046554,4942,Pune,3,0
544,300,11.839074646171412,5891,Hyderabad,17,1
545,186,17.279674460870993,5859,Mumbai,8,0
546,50,49.005860911080674,5293,Chennai,5,0
547,158,20.28054595104707,8905,Pune,22,0
548,294,50.99731105893717,8257,Chennai,12,0
549,140,52.342279810018745,9031,Kolkata,21,0
550,148,29.550393151904032,6340,Kolkata,14,0
551,30,35.5348592214629,3004,Hyderabad,22,1
552,199,45.2737901509452,9949,Bengaluru,7,1
553,102,29.339139363330144,4130,Mumbai,23,1
554,243,46.530418706676635,2458,Delhi,17,0
555,276,31.597988756238756,4537,Mumbai,5,1
556,51,40.487337430560885,6726,Pune,15,0
557,206,59.23368473924596,2564,Hyderabad,22,0
558,227,36.79769941273176,9844,Hyderabad,2,1
559,71,26.393973734238482,2295,Delhi,16,1
560,131,11.40804828729607,2349,Kolkata,8,1
561,247,26.68544967250756,4158,Mumbai,12,1
562,205,26.346315925606998,7207,Hyderabad,4,0
563,148,39.52558788469359,2482,Pune,20,0
564,207,30.10590437729337,6839,Kolkata,12,0
565,263,30.201198494603815,8190,Hyderabad,9,1
566,191,23.880577654725997,4703,Bengaluru,10,1
567,162,13.233485689237646,8068,Delhi,13,0
568,120,40.23892141798552,9449,Kolkata,17,1
569,297,52.019038196519226,9525,Mumbai,12,1
570,214,20.850931349020836,9454,Hyderabad,12,1
571,282,36.060867969969166,7197,Delhi,21,0
572,179,33.44189780234305,6546,Mumbai,18,0
573,206,47.873155959712,3624,Chennai,19,0
574,286,,5036,Delhi,8,0
575,216,35.92069659705279,3108,Bengaluru,22,0
576,120,19.23675942813822,3182,Delhi,22,1
577,209,,9153,Chennai,24,1
578,215,10.220366554367068,9172,Kolkata,21,1
579,71,49.506187270538895,2946,Delhi,7,1
580,49,18.690484967766928,6070,Hyderabad,20,0
581,286,31.843715518453415,2214,Delhi,15,1
582,238,32.4891879475754,6494,Delhi,19,1
583,30,33.99441619399213,9497,Kolkata,23,1
584,268,56.36386785525178,9630,Delhi,4,0
585,138,54.6516744797789,9271,Kolkata,7,1
586,150,12.948167787814471,6379,Delhi,21,1
587,180,22.246277631494085,6333,Kolkata,16,1
588,139,47.163239856351574,2891,Mumbai,2,0
589,33,41.859624230613974,7384,Bengaluru,13,0
590,48,39.08887472934691,9810,Chennai,1,1
591,81,50.277179809740964,2174,Kolkata,15,1
592,293,53.146102242039014,9664,Bengaluru,19,0
593,106,42.93684732201242,3134,Hyderabad,6,0
594,260,52.72022021542938,2917,Mumbai,17,0
595,290,52.52251898240039,7801,Kolkata,22,0
596,97,35.48728729807439,6195,Bengaluru,10,0
597,237,16.082033605956653,7211,Hyderabad,23,1
598,76,39.92778847135037,4079,Pune,24,0
599,135,49.41727414211297,2539,Delhi,8,0
600,217,11.35132313909095,2446,Delhi,15,0
601,130,21.916088833081602,3589,Mumbai,9,1
602,257,29.389167865380802,7188,Pune,19,1
603,69,42.67513341164347,8968,Kolkata,4,0
604,213,33.066101354221175,5767,Bengaluru,7,1
605,110,56.29382155701086,6338,Chennai,16,0
606,114,49.403259427341055,5192,Mumbai,2,0
607,202,27.504161704882527,9194,Pune,23,0
608,35,42.60839336153457,5544,Chennai,15,0
609,65,45.4693038491454,4383,Mumbai,5,0
610,115,54.76194817426744,8974,Bengaluru,5,1
611,297,44.99328783669562,9626,Delhi,21,0
612,35,,5634,Delhi,13,0
613,220,57.8861884974055,5643,Chennai,4,0
614,217,14.518893814489811,5483,Kolkata,4,1
615,56,42.36312811075478,3266,Kolkata,19,0
616,70,34.26864754941987,3695,Pune,5,1
617,44,31.729087027299844,8531,Mumbai,14,0
618,137,31.24279479284223,8417,Pune,5,0
619,221,18.932905319190148,8073,Delhi,2,0
620,285,17.11076697594702,3494,Hyderabad,1,0
621,157,32.30740234758174,7944,Hyderabad,9,0
622,53,52.667660976671115,9293,Chennai,21,0
623,207,35.771726021276066,8600,Hyderabad,23,0
624,76,28.85152730427395,4046,Kolkata,3,1
625,205,25.266904667005466,9954,Kolkata,10,0
626,59,15.568803541211286,3211,Pune,22,1
627,258,29.905405091775297,9533,Kolkata,19,0
628,267,13.85101783798303,2875,Chennai,1,1
629,66,49.16733203462338,8910,Mumbai,5,1
630,248,23.560570285822145,3053,Chennai,8,1
631,99,15.845812802209638,4508,Bengaluru,19,1
632,60,34.66631892536651,9912,Delhi,15,0
633,173,10.828704593888524,5738,Pune,1,0
634,223,18.63010651975738,4787,Delhi,14,1
635,40,19.096747313736962,5879,Hyderabad,15,0
636,273,,5408,Chennai,14,0
637,44,29.61995390003836,4113,Hyderabad,18,0
638,208,21.991954847953977,7607,Delhi,3,1
639,211,14.000996598223576,9712,Kolkata,11,1
640,224,35.41258358752518,8223,Pune,2,1
641,179,42.44062540016447,5999,Hyderabad,19,1
642,265,53.31545691438595,9503,Pune,9,0
643,222,35.16213750089677,5593,Pune,9,0
644,69,42.0714120449035,7924,Bengaluru,10,0
645,110,21.09673847150898,2304,Chennai,3,0
646,254,42.983682629919386,7765,Hyderabad,23,0
647,37,57.75659075365807,7080,Pune,18,0
648,199,57.8397865908037,8096,Bengaluru,22,0
649,61,47.01482624506575,3740,Chennai,21,1
650,292,54.280909744449254,8759,Pune,20,1
651,297,55.121718469711844,2826,Mumbai,24,1
652,34,46.338846246046245,8232,Bengaluru,23,0
653,152,42.77359739732224,9963,Bengaluru,23,0
654,278,10.257628921763487,5983,Mumbai,3,0
655,205,21.88843055934239,8080,Pune,17,1
656,184,29.133358171461634,2826,Delhi,14,0
657,206,40.19770437991199,2407,Delhi,18,0
658,257,35.80676652524769,5779,Pune,1,0
659,115,57.241282624587214,4345,Chennai,5,0
660,110,13.345283961458367,3459,Delhi,10,0
661,260,55.9840104503007,2689,Hyderabad,12,1
662,113,42.12250076252322,6214,Pune,24,1
663,228,23.398985827921152,3940,Hyderabad,24,1
664,207,17.29364998776525,5564,Chennai,2,0
665,256,33.9344640403793,3094,Bengaluru,7,0
666,198,10.923602034300524,5137,Mumbai,17,1
667,140,24.30055235677292,9138,Bengaluru,24,0
